EAN,amount,brand,capacity,category,description,extras,image_url,ingredients,origin,price,seller,storage,title,url,weight
,1 szt.,,,"Napoje > Kawy, herbaty, kakao > Herbaty","Orange & Ginger - mieszanka herbatek owocowych i korzennych o smaku pomarańczy i imbiru
Teekanne World of Fruits „Orange & Ginger"" łączy świeży smak pomarańczy z korzennym smakiem imbiru. Ten aromatyczny napar herbaciany rozgrzewa od wewnątrz i oferuje znakomity, owocowy smak.",,https://www.carrefour.pl/images/product/350x350/teekanne-world-of-fruits-ginger-orange-aromatyzowana-mieszanka-herbatek-45-g-20-x-225-g-nfggcp.jpg,"hibiskus, jabłko, imbir (11%), owoc dzikiej róży, cynamon, aromat pomarańczowy (7%), liście stewii, skórka pomarańczy (1%)
",,5.69,Carrefour,"Przechowywać w chłodnym, suchym miejscu.","Teekanne World of Fruits Ginger & Orange Aromatyzowana mieszanka herbatek 45 g (20 x 2,25 g)",https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/teekanne-world-of-fruits-ginger-orange-aromatyzowana-mieszanka-herbatek-45-g-20-x-225-g,
,"0,553 l",,,Napoje > Napoje gazowane i niegazowane > Energetyki,"W Monsterze wiemy, że rozmiar ma znaczenie, dlatego zdecydowaliśmy sie podkręcić wielkość puszki. Ekstra ""Magia Monstera"" za kilka groszy więcej.
Nasz nowa duża puszka ma fajną zakręcaną zawieszkę, tak żebyś mógł zostawić trochę na później.
Spróbuj naszego dużego Mega Monstera. Kochają go nasi sportowcy i muzycy - Ty też go pokochasz.
Jeżeli możesz otworzyć i zamknąć tę puszkę jedną ręką to prawdopodobnie masz za sobą wiele randek.",,https://www.carrefour.pl/images/product/350x350/monster-energy-mega-gazowany-napoj-energetyczny-553-ml-d7pohq.jpg,"woda, cukier, syrop glukozowy, kwas: kwas cytrynowy, aromaty, dwutlenek węgla, tauryna (0,4%), regulator kwasowości: cytryniany sodu, wyciąg z korzenia żeń-szenia (0,08%), L-winian L-karnityny (0,04%), kofeina (0,03%), substancje konserwujące: kwas sorbowy, kwas benzoesowy, barwnik: antocyjany, witaminy: niacyna, witamina B6, ryboflawina, witamina B12, chlorek sodu, D-glukuronolakton, wyciąg z nasion guarany (0,002%), inozytol, substancja słodząca: sukraloza, maltodekstryna
",,3.69,Carrefour,Przechowywać w suchym i chłodnym miejscu.,Monster Energy Mega Gazowany napój energetyczny 553 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/energetyki/monster-energy-mega-gazowany-napoj-energetyczny-553-ml,
,"0,33 l",,,Napoje > Napoje gazowane i niegazowane > Napoje na bazie herbaty,"Lipton Ice Tea Pech to pyszne połączenie mrożonej herbaty i soczystych brzoskwiń, które gwarantuje orzeźwienie.",,https://www.carrefour.pl/images/product/350x350/lipton-ice-tea-peach-napoj-niegazowany-330-ml-86-8r72up.jpg,"woda, cukier, fruktoza, kwasy (kwas cytrynowy, kwas jabłkowy), ekstrakt czarnej herbaty (0,12%), sok brzoskwiniowy z soku zagęszczonego (0,1%), regulator kwasowości (cytryniany sodu), aromaty, przeciwutleniacz (kwas askorbinowy), substancja słodząca (glikozydy stewiolowe)
",,2.39,Carrefour,Przechowywać w chłodnym i suchym miejscu. Chronić przed działaniem promieni słonecznych i mrozu.<br>Po otwarciu przechowywać w lodówce i spożyć w ciągu 3 dni.,Lipton Ice Tea Peach Napój niegazowany 330 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/napoje-na-bazie-herbaty/lipton-ice-tea-peach-napoj-niegazowany-330-ml-86,
,"0,2 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy",Jacobs Cronat Gold to kawa o prawdziwie harmonijnym smaku. Kawa rozpuszczalna jest otrzymywana w 100% z ziaren kawy.,,https://www.carrefour.pl/images/product/350x350/jacobs-cronat-gold-kawa-rozpuszczalna-200-g-ou498f.jpg,,,18.99,Carrefour,Po otwarciu przechowywać w suchym i chłodnym miejscu.,Jacobs Cronat Gold Kawa rozpuszczalna 200 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/jacobs-cronat-gold-kawa-rozpuszczalna-200-g,
,1 l,,,"Napoje > Mleko, napoje mleczne i roślinne > Mleko UHT",Pij mleko wypasione każdego dnia!!!,,https://www.carrefour.pl/images/product/350x350/mlekovita-wypasione-mleko-20-1-l-570eaf.jpg,"zawartość tłuszczu 2,0%
",,3.05,Carrefour,Przechowywać w temperaturze poniżej 25°C. Po otwarciu opakowania przechowywać w warunkach chłodniczych nie dłużej niż 48 godzin.,"Mlekovita Wypasione Mleko UHT 2,0% 1 l",https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/mleko-uht/mlekovita-wypasione-mleko-uht-20-1-l,
,"0,03 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Z natury najlepsze
Rumianek pozytywnie wpływa na Twój organizm. Wspomaga procesy trawienne, przyczynia się do prawidłowego funkcjonowania układu pokarmowego, pomaga w odprężeniu organizmu.",,https://www.carrefour.pl/images/product/350x350/herbapol-zielnik-polski-rumianek-herbatka-ziolowa-30-g-20-saszetek-65cel3.jpg,"100% koszyczka rumianku
",,3.99,Carrefour,Przechowywać w suchym miejscu. Chronić od światła.,Herbapol Zielnik Polski Rumianek Herbatka ziołowa 30 g (20 saszetek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/herbapol-zielnik-polski-rumianek-herbatka-ziolowa-30-g-20-saszetek,
,"0,42 l",,,"Napoje > Soki, nektary i syropy > Syropy",,,https://www.carrefour.pl/images/product/350x350/herbapol-owocowa-spizarnia-malina-syrop-owocowy-420-ml-64lgcg.jpg,"A - cukier lub B - syrop glukozowo-fruktozowy, woda, zagęszczony sok aroniowy, regulator kwasowości: kwas cytrynowy, 0,43% zagęszczonego soku malinowego o ekstrakcie ogólnym 65%, witamina C, witamina D, aromat, Litera (A lub B) umieszczona przy numerze partii wskazuje na użyty do produkcji składnik
",,4.09,Carrefour,"Syrop przechowywać w temperaturze pokojowej, chronić przed światłem. Po otwarciu przechowywać w szczelnie zamkniętej butelce w lodówce nie dłużej niż 30 dni.<br>Zmiana barwy syropu w trakcie przechowywania wynika z zawartości naturalnych składników i nie stanowi wady produktu.",Herbapol Syrop owocowy malina 420 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/syropy/herbapol-syrop-owocowy-malina-420-ml,
,"0,04 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Melisa wspomaga fizyczne i psychiczne dobre samopoczucie, ułatwia odprężenie organizmu oraz wpływa korzystnie na spokojny sen.",,https://www.carrefour.pl/images/product/350x350/herbapol-zielnik-polski-herbatka-ziolowa-melisa-40-g-20-x-2-g-ahprm2.jpg,"100% liści melisy. Melissae folium
",,3.99,Carrefour,Przechowywać w suchym miejscu. Chronić od światła.,Herbapol Zielnik Polski Herbatka ziołowa melisa 40 g (20 x 2 g),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/herbapol-zielnik-polski-herbatka-ziolowa-melisa-40-g-20-x-2-g,
,"0,1 l",,,"Napoje > Soki, nektary i syropy > Do kieszeni","To smaczna pożywna i naturalna przekąska w formie musu z bananów i jabłek bez dodatku cukru. Jest źródłem cennego błonnika, który reguluje pracę jelit oraz witaminy C.
Kubuś Mus to idealny produkt dla dzieci na drugie śniadanie w wygodnym, lekkim i bezpiecznym opakowaniu. Dzięki temu jest doskonałą propozycją do śniadaniówki, plecaka, na spacer czy na szkolną wycieczkę!",,https://www.carrefour.pl/images/product/350x350/kubus-mus-100-banan-jablko-100-g-vnok8k.jpg,"przeciery z: bananów (66%) i jabłek (34%), witamina C
",,2.08,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin.,Kubuś Mus 100% banan jabłko 100 g,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/do-kieszeni/kubus-mus-100-banan-jablko-100-g,
,"0,15 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Inka klasyczna jest tak dobra w swej naturze, że Polacy cenią ją nieprzerwanie od niemal pół wieku.

Inka to naturalnie uzyskana esencja jęczmienia, żyta i cykorii.

Dzięki harmonijnej kompozycji oraz wysokiej zawartości polskich zbóż, Inka zawiera składniki odżywcze, ma łagodny smak, subtelny aromat i delikatną piankę.",,https://www.carrefour.pl/images/product/350x350/inka-rozpuszczalna-kawa-zbozowa-150-g-v3otuc.jpg,"zboża 78% (<span style='font-weight: bold;'>jęczmień</span>, <span style='font-weight: bold;'>żyto</span>), cykoria
",,4.79,Carrefour,Przechowywać w suchym i chłodnym miejscu. Po otwarciu zawartość opakowania proszę przesypać do szczelnego opakowania.,Inka Rozpuszczalna kawa zbożowa 150 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/inka-rozpuszczalna-kawa-zbozowa-150-g,
,1 l,,,"Napoje > Mleko, napoje mleczne i roślinne > Mleko świeże","Mleko Wiejskie z Piątnicy jest poddawane procesowi mikrofiltracji i pasteryzacji w temperaturze 74°C. Dzięki temu zachowuje większość cennych składników odżywczych, w tym witaminy oraz niezdenaturowane białka serwatkowe.",,https://www.carrefour.pl/images/product/350x350/piatnica-mleko-wiejskie-swieze-20-1-l-bgr3u5.jpg,"Zawartość tłuszczu: 2,0%
",,3.19,Carrefour,Przechowywać w temperaturze od +1°C do +6°C.,"Piątnica Mleko wiejskie świeże 2,0% 1 l",https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/mleko-swieze-1g/piatnica-mleko-wiejskie-swieze-20-1-l,
,"1,5 l",,,Napoje > Wody > Niegazowane,"Primavera woda źródlana o niskiej zawartości sodu, wydobywana z doskonale zabezpieczonych i izolowanych pokładów, powstałych w epoce dolnej kredy, znajdujących się na terenach leśnych w pobliżu parku krajobrazowego.
Woda poddawana procesowi napowietrzania i filtracji.

Woda odpowiednia do przygotowania żywności dla niemowląt
Pozytywna opinia Centrum Zdrowia Dziecka, opinia nr 14/DKJ/2017

Źródło: Primavera w Aleksandrii",,https://www.carrefour.pl/images/product/350x350/primavera-woda-zrodlana-niegazowana-15-l-5vlofk.jpg,,,1.69,Carrefour,Przechowywać w chłodnym i zaciemnionym miejscu. Po otwarciu zaleca się przechowywać w lodówce i spożyć w ciągu 24 godzin.,"Primavera Woda źródlana niegazowana 1,5 l",https://www.carrefour.pl:443/napoje/wody/niegazowane/primavera-woda-zrodlana-niegazowana-15-l,
,"1,5 l",,,Napoje > Wody > Niegazowane,,,https://www.carrefour.pl/images/product/350x350/carrefour-naturalna-woda-mineralna-sudety-niegazowana-15-l-9tq5vd.jpg,,,0.99,Carrefour,"Przechowywać w suchym i chłodnym miejscu, chronić przed działaniem promieni słonecznych i zamrożeniem. Po otwarciu przechowywać w warunkach chłodniczych, spożyć w ciągu 24 godzin.","Carrefour Naturalna woda mineralna Sudety niegazowana 1,5 l",https://www.carrefour.pl:443/napoje/wody/niegazowane/carrefour-naturalna-woda-mineralna-sudety-niegazowana-15-l,
,"0,4 kg",,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje mleczne, kawowe",Jest wytwarzany zgodnie z tradycyjną recepturą. Proces jego dojrzewania i fermentacji zachodzi osobno w każdej zamkniętej butelce.,,https://www.carrefour.pl/images/product/350x350/robico-kefir-15-400-g-mp2h6g.jpg,"<span style='font-weight: bold;'>mleko</span> pasteryzowane, żywe kultury bakterii i drożdży kefirowych
",,2.35,Carrefour,Temperatura przechowywania: od 2°C do 8°C,"Robico Kefir 1,5% 400 g",https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-mleczne-kawowe/robico-kefir-15-400-g,
,9 l,,,Napoje > Wody > Gazowane,"Krystaliczna, pełna orzeźwienia. Nałęczowianka nasyca się minerałami podróżując niemal 20 lat w głębi Kazimierskiego Parku Krajobrazowego. W rezultacie zawiera kompozycję minerałów i syci nimi organizm. To szczególnie ważne dla osób, które pragną czerpać z życia każdego dnia i którym woda powinna towarzyszyć niemal bez przerwy. Nałęczowianka ma dodatkowo niską zawartość sodu i stanowi odpowiedni element diety. Miej zawsze ze sobą Nałęczowiankę. Miej w sobie pragnienie.",,https://www.carrefour.pl/images/product/350x350/naleczowianka-naturalna-woda-mineralna-gazowana-6-x-15-l-c8fgi3.jpg,,,8.99,Carrefour,"Przechowywać w suchym, chłodnym, zacienionym, wolnym od obcych zapachów miejscu. Chronić przed przemrożeniem.","Nałęczowianka Naturalna woda mineralna gazowana 6 x 1,5 l",https://www.carrefour.pl:443/napoje/wody/gazowane/naleczowianka-naturalna-woda-mineralna-gazowana-6-x-15-l,
,1 l,,,"Napoje > Mleko, napoje mleczne i roślinne > Mleko UHT",,,https://www.carrefour.pl/images/product/350x350/laciate-mleko-uht-32-1-l-9rollm.jpg,"Zawartość tłuszczu 3,2%
",,2.89,Carrefour,Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3 dni.,"Łaciate Mleko UHT 3,2% 1 l",https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/mleko-uht/laciate-mleko-uht-32-1-l,
,"0,1 l",,,"Napoje > Soki, nektary i syropy > Do kieszeni","To smaczna, pożywna i naturalna przekąska w formie musu z truskawek, jabłek, bananów i marchwi, bez dodatku cukru. Jest źródłem cennego błonnika, który reguluje pracę jelit oraz witaminy C. Kubuś Mus to idealny produkt dla dzieci na drugie śniadanie w wygodnym, lekkim i bezpiecznym opakowaniu. Dzięki temu jest doskonałą propozycją do śniadaniówki, plecaka, na spacer czy na szkolną wycieczkę!",,https://www.carrefour.pl/images/product/350x350/kubus-mus-100-truskawka-jablko-banan-marchew-100-g-kp66l3.jpg,"przeciery z: bananów (30%), jabłek (28%) i truskawek (27%), soki z zagęszczonych soków z: jabłek (10%) i marchwi (5%)
",,2.08,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin.,Kubuś Mus 100% truskawka jabłko banan marchew 100 g,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/do-kieszeni/kubus-mus-100-truskawka-jablko-banan-marchew-100-g,
,5 l,,,Napoje > Wody > Niegazowane,"Żywiecki Kryształ Woda źródlana nienasycona dwutlenkiem węgla z ujęcia „W Borze"" źródło nr 1 w Ślemieniu.
Nazwa handlowa: Kryształ

Suma oznaczonych składników mineralnych ok. 76,63 mg/l.",,https://www.carrefour.pl/images/product/350x350/zywiecki-krysztal-woda-zrodlana-niegazowana-5-l-97ke5a.jpg,,,3.79,Carrefour,Przechowywać w chłodnym i zaciemnionym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 2-3 dni.,Żywiecki Kryształ Woda źródlana niegazowana 5 l,https://www.carrefour.pl:443/napoje/wody/niegazowane/zywiecki-krysztal-woda-zrodlana-niegazowana-5-l,
,"1,5 l",,,Napoje > Wody > Niegazowane,"Odpowiednia dla diety ubogiej w sód. Napowietrzana i filtrowana. Ujęcie Cisowianka. Butelkowana u źródła przez producenta

pH 7 neutralne.",,https://www.carrefour.pl/images/product/350x350/cisowianka-naturalna-woda-mineralna-niegazowana-niskosodowa-15-l-2l12k7.jpg,,,1.89,Carrefour,"Zalecenia magazynowe: miejsce suche, zadaszone, wolne od zapachów. Chronić przed przemrożeniem i nasłonecznieniem.","Cisowianka Naturalna woda mineralna niegazowana niskosodowa 1,5 l",https://www.carrefour.pl:443/napoje/wody/niegazowane/cisowianka-naturalna-woda-mineralna-niegazowana-niskosodowa-15-l,
,"0,375 kg",,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje mleczne, kawowe",,,https://www.carrefour.pl/images/product/350x350/mlekovita-bio-ekologiczny-kefir-naturalny-375-g-2ns623.jpg,"<span style='font-weight: bold;text-decoration: underline;'><span style='font-weight: bold;text-decoration: underline;'>mleko</span> ekologiczne</span>, żywe kultury bakterii i drożdży kefirowych
",,1.99,Carrefour,Przechowywać w temperaturze od +2°C do +8°C.,Mlekovita BIO Ekologiczny kefir naturalny 375 g,https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-mleczne-kawowe/mlekovita-bio-ekologiczny-kefir-naturalny-375-g,
,1 l,,,"Napoje > Mleko, napoje mleczne i roślinne > Mleko UHT",,,https://www.carrefour.pl/images/product/350x350/mleko-zambrowskie-uht-32-1-l-htklqg.jpg,"zawartość tłuszczu 3,2%
",,3.59,Carrefour,Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3 dni.,"Mleko zambrowskie UHT 3,2% 1 l",https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/mleko-uht/mleko-zambrowskie-uht-32-1-l,
,"0,04 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty",Mięta wspomaga procesy trawienne przyczyniając się do prawidłowego funkcjonowania układu pokarmowego oraz pomaga w odprężeniu organizmu.,,https://www.carrefour.pl/images/product/350x350/herbapol-zielnik-polski-herbatka-ziolowa-mieta-40-g-20-x-2-g-e3moue.jpg,"100% liści mięty pieprzowej, Menthae piperitae folium
",,3.99,Carrefour,Przechowywać w suchym miejscu. Chronić od światła.,Herbapol Zielnik Polski Herbatka ziołowa mięta 40 g (20 x 2 g),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/herbapol-zielnik-polski-herbatka-ziolowa-mieta-40-g-20-x-2-g,
,"1,5 l",,,Napoje > Wody > Niegazowane,"Idealnie zrównoważona woda źródlana, pochodząca z otuliny troskliwie chronionego Żywieckiego Parku Krajobrazowego. Swój delikatny smak zawdzięcza naturalnej filtracji przez warstwy piaskowca fliszu karpackiego. Dzięki optymalnej kompozycji składników mineralnych jest odpowiednia do codziennego picia dla każdego, niezależnie od wieku czy stanu zdrowia. Teraz woda Żywiec Zdrój trafia do Twoich rąk w nowej, ergonomicznej, ale wciąż w 100% recyklingowalnej butelce. Żywiec Zdrój niegazowany to krystaliczna, górska woda źródlana, pochodząca z terenów położonych w otulinie troskliwie chronionego Żywieckiego Parku Krajobrazowego. Delikatny, łagodny smak woda Żywiec Zdrój zawdzięcza naturalnej filtracji przez warstwy piaskowca fliszu karpackiego. To żywiecka przyroda nasyciła wodę optymalną kompozycją składników mineralnych, dzięki czemu jest ona odpowiednia do picia na co dzień dla każdego, niezależnie od wieku czy stanu zdrowia. Żywiec Zdrój niegazowany zamknięta została w nowoczesnej butelce, zaprojektowanej, aby zwiększyć komfort użytkowania konsumentów, a jej kształt nawiązuje do źródła w krystalicznie czystych rejonach Żywiecczyzny. Butelka niezmiennie w całości nadaje się do recyklingu.",,https://www.carrefour.pl/images/product/350x350/zywiec-zdroj-niegazowany-woda-zrodlana-15-l-82v8h1.jpg,,,1.85,Carrefour,Przechowywać w chłodnym i zaciemnionym miejscu. Chronić przed działaniem promieni słonecznych i przemrożeniem. Spożyć w ciągu 24 godzin od otwarcia.,"Żywiec Zdrój Niegazowany Woda źródlana 1,5 l",https://www.carrefour.pl:443/napoje/wody/niegazowane/zywiec-zdroj-niegazowany-woda-zrodlana-15-l,
,"0,5 kg",,,"Napoje > Mleko, napoje mleczne i roślinne > Mleko UHT",,,https://www.carrefour.pl/images/product/350x350/sm-gostyn-mleko-gostynskie-zageszczone-nieslodzone-75-500-g-l5lq1t.jpg,"<span style='text-decoration: underline;'>mleko</span>, stabilizatory (fosforany sodu i cytryniany sodu)
",,4.85,Carrefour,Przechowywać w temperaturze od +1°C do +18°C.<br>Po otwarciu przechowywać w lodówce.,"SM Gostyń Mleko gostyńskie zagęszczone niesłodzone 7,5% 500 g",https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/mleko-uht/sm-gostyn-mleko-gostynskie-zageszczone-nieslodzone-75-500-g,
,"0,15 kg",,,"Napoje > Kawy, herbaty, kakao > Kakao",Wytwarzane z najwyższej jakości ziaren kakao zapewni Ci wyborny smak i niezrównany aromat. Jego ciemna barwa i wysoka wydajność zagwarantują Ci najwyższą jakość napojów i wypieków.,,https://www.carrefour.pl/images/product/350x350/decomorreno-kakao-150-g-cc38ba.jpg,,,6.49,Carrefour,Przechowywać w suchym i chłodnym miejscu.,DecoMorreno Kakao o obniżonej zawartości tłuszczu 150 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kakao/decomorreno-kakao-o-obnizonej-zawartosci-tluszczu-150-g,
,1 l,,,"Napoje > Mleko, napoje mleczne i roślinne > Mleko UHT",,,https://www.carrefour.pl/images/product/350x350/mleko-zambrowskie-uht-15-1-l-li4edi.jpg,"zawartość tłuszczu 1,5%
",,3.19,Carrefour,Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce i spożyć w ciągu 3 dni.,"Mleko zambrowskie UHT 1,5% 1 l",https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/mleko-uht/mleko-zambrowskie-uht-15-1-l,
